+------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ;
+-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                                                                                                                                                                                                                                                       ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; the_system|convolution_system|convolution_kernel|kernel|convolution_kernel_function_inst0|convolution_kernel_basic_block_1|rnode_148to149_bb1_and35_i_0_reg_149_fifo                                                                                                                            ; 36    ; 33             ; 0            ; 33             ; 34     ; 33              ; 33            ; 33              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|convolution_system|convolution_kernel|kernel|convolution_kernel_function_inst0|convolution_kernel_basic_block_1|rnode_148to150_bb1_shr16_i_0_reg_150_fifo                                                                                                                            ; 36    ; 25             ; 0            ; 25             ; 34     ; 25              ; 25            ; 25              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|convolution_system|convolution_kernel|kernel|convolution_kernel_function_inst0|convolution_kernel_basic_block_1|rnode_147to148_bb1_reduction_3_i_0_reg_148_fifo                                                                                                                      ; 36    ; 33             ; 0            ; 33             ; 34     ; 33              ; 33            ; 33              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|convolution_system|convolution_kernel|kernel|convolution_kernel_function_inst0|convolution_kernel_basic_block_1|rnode_147to148_bb1_or130_i_0_reg_148_fifo                                                                                                                            ; 36    ; 33             ; 0            ; 33             ; 34     ; 33              ; 33            ; 33              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|convolution_system|convolution_kernel|kernel|convolution_kernel_function_inst0|convolution_kernel_basic_block_1|rnode_147to148_bb1_and143_i_0_reg_148_fifo                                                                                                                           ; 36    ; 32             ; 0            ; 32             ; 34     ; 32              ; 32            ; 32              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|convolution_system|convolution_kernel|kernel|convolution_kernel_function_inst0|convolution_kernel_basic_block_1|rnode_147to148_bb1_and93_i_0_reg_148_fifo                                                                                                                            ; 36    ; 31             ; 0            ; 31             ; 34     ; 31              ; 31            ; 31              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|convolution_system|convolution_kernel|kernel|convolution_kernel_function_inst0|convolution_kernel_basic_block_1|rnode_147to148_bb1_var__u27_0_reg_148_fifo                                                                                                                           ; 5     ; 2              ; 0            ; 2              ; 3      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|convolution_system|convolution_kernel|kernel|convolution_kernel_function_inst0|convolution_kernel_basic_block_1|rnode_147to148_bb1__15_i_0_reg_148_fifo                                                                                                                              ; 36    ; 10             ; 0            ; 10             ; 34     ; 10              ; 10            ; 10              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|convolution_system|convolution_kernel|kernel|convolution_kernel_function_inst0|convolution_kernel_basic_block_1|rnode_147to148_bb1_cmp27_i_0_reg_148_fifo                                                                                                                            ; 5     ; 2              ; 0            ; 2              ; 3      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|convolution_system|convolution_kernel|kernel|convolution_kernel_function_inst0|convolution_kernel_basic_block_1|rnode_147to148_bb1_lnot33_not_i_0_reg_148_fifo                                                                                                                       ; 5     ; 2              ; 0            ; 2              ; 3      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|convolution_system|convolution_kernel|kernel|convolution_kernel_function_inst0|convolution_kernel_basic_block_1|rnode_147to148_bb1_and35_i_0_reg_148_fifo                                                                                                                            ; 36    ; 33             ; 0            ; 33             ; 34     ; 33              ; 33            ; 33              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|convolution_system|convolution_kernel|kernel|convolution_kernel_function_inst0|convolution_kernel_basic_block_1|rnode_147to148_bb1_and20_i_0_reg_148_fifo                                                                                                                            ; 36    ; 11             ; 0            ; 11             ; 34     ; 11              ; 11            ; 11              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|convolution_system|convolution_kernel|kernel|convolution_kernel_function_inst0|convolution_kernel_basic_block_1|rnode_147to148_bb1_shr16_i_0_reg_148_fifo                                                                                                                            ; 36    ; 25             ; 0            ; 25             ; 34     ; 25              ; 25            ; 25              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|convolution_system|convolution_kernel|kernel|convolution_kernel_function_inst0|convolution_kernel_basic_block_1|rnode_147to148_bb1_xor_i_0_reg_148_fifo                                                                                                                              ; 36    ; 2              ; 0            ; 2              ; 34     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|convolution_system|convolution_kernel|kernel|convolution_kernel_function_inst0|convolution_kernel_basic_block_1|rnode_146to147_bb1__8_i_0_reg_147_fifo                                                                                                                               ; 5     ; 2              ; 0            ; 2              ; 3      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|convolution_system|convolution_kernel|kernel|convolution_kernel_function_inst0|convolution_kernel_basic_block_1|rnode_151to152_bb1_add284_i212_0_reg_152_fifo                                                                                                                        ; 36    ; 2              ; 0            ; 2              ; 34     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|convolution_system|convolution_kernel|kernel|convolution_kernel_function_inst0|convolution_kernel_basic_block_1|rnode_148to151_bb1_add284_i212_0_reg_151_fifo                                                                                                                        ; 36    ; 2              ; 0            ; 2              ; 34     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|convolution_system|convolution_kernel|kernel|convolution_kernel_function_inst0|convolution_kernel_basic_block_1|rnode_147to148_bb1_add284_i212_0_reg_148_fifo                                                                                                                        ; 36    ; 2              ; 0            ; 2              ; 34     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|convolution_system|convolution_kernel|kernel|convolution_kernel_function_inst0|convolution_kernel_basic_block_1|rnode_146to147_bb1_add284_i212_0_reg_147_fifo                                                                                                                        ; 36    ; 2              ; 0            ; 2              ; 34     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|convolution_system|convolution_kernel|kernel|convolution_kernel_function_inst0|convolution_kernel_basic_block_1|rnode_145to146_bb1_add284_i212_0_reg_146_fifo                                                                                                                        ; 36    ; 2              ; 0            ; 2              ; 34     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|convolution_system|convolution_kernel|kernel|convolution_kernel_function_inst0|convolution_kernel_basic_block_1|rnode_144to145_bb1__32_i205_0_reg_145_fifo                                                                                                                           ; 5     ; 2              ; 0            ; 2              ; 3      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|convolution_system|convolution_kernel|kernel|convolution_kernel_function_inst0|convolution_kernel_basic_block_1|rnode_144to145_bb1__31_i182_0_reg_145_fifo                                                                                                                           ; 5     ; 2              ; 0            ; 2              ; 3      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|convolution_system|convolution_kernel|kernel|convolution_kernel_function_inst0|convolution_kernel_basic_block_1|rnode_144to145_bb1_reduction_9_demorgan_i207_0_reg_145_fifo                                                                                                          ; 5     ; 2              ; 0            ; 2              ; 3      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|convolution_system|convolution_kernel|kernel|convolution_kernel_function_inst0|convolution_kernel_basic_block_1|rnode_144to145_bb1_or263_i199_0_reg_145_fifo                                                                                                                         ; 36    ; 2              ; 0            ; 2              ; 34     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|convolution_system|convolution_kernel|kernel|convolution_kernel_function_inst0|convolution_kernel_basic_block_1|rnode_143to144_bb1_cmp266_i201_0_reg_144_fifo                                                                                                                        ; 5     ; 2              ; 0            ; 2              ; 3      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|convolution_system|convolution_kernel|kernel|convolution_kernel_function_inst0|convolution_kernel_basic_block_1|rnode_143to144_bb1_cmp264_i200_0_reg_144_fifo                                                                                                                        ; 5     ; 2              ; 0            ; 2              ; 3      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|convolution_system|convolution_kernel|kernel|convolution_kernel_function_inst0|convolution_kernel_basic_block_1|rnode_143to144_bb1_cmp210_i169_0_reg_144_fifo                                                                                                                        ; 5     ; 2              ; 0            ; 2              ; 3      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|convolution_system|convolution_kernel|kernel|convolution_kernel_function_inst0|convolution_kernel_basic_block_1|rnode_143to144_bb1_shr246_i187_0_reg_144_fifo                                                                                                                        ; 36    ; 9              ; 0            ; 9              ; 34     ; 9               ; 9             ; 9               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|convolution_system|convolution_kernel|kernel|convolution_kernel_function_inst0|convolution_kernel_basic_block_1|rnode_143to144_bb1_not_cmp37_i163_0_reg_144_fifo                                                                                                                     ; 5     ; 2              ; 0            ; 2              ; 3      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|convolution_system|convolution_kernel|kernel|convolution_kernel_function_inst0|convolution_kernel_basic_block_1|rnode_143to144_bb1_add225_i175_0_reg_144_fifo                                                                                                                        ; 36    ; 2              ; 0            ; 2              ; 34     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|convolution_system|convolution_kernel|kernel|convolution_kernel_function_inst0|convolution_kernel_basic_block_1|rnode_143to144_bb1_and230_i179_0_reg_144_fifo                                                                                                                        ; 36    ; 26             ; 0            ; 26             ; 34     ; 26              ; 26            ; 26              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|convolution_system|convolution_kernel|kernel|convolution_kernel_function_inst0|convolution_kernel_basic_block_1|rnode_142to143_bb1__and_i_i152_0_reg_143_fifo                                                                                                                        ; 36    ; 28             ; 0            ; 28             ; 34     ; 28              ; 28            ; 28              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|convolution_system|convolution_kernel|kernel|convolution_kernel_function_inst0|convolution_kernel_basic_block_1|local_bb1__and_i_i152_popcnt_instance|t                                                                                                                              ; 18    ; 9              ; 0            ; 9              ; 8      ; 9               ; 9             ; 9               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|convolution_system|convolution_kernel|kernel|convolution_kernel_function_inst0|convolution_kernel_basic_block_1|local_bb1__and_i_i152_popcnt_instance|hi                                                                                                                             ; 6     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|convolution_system|convolution_kernel|kernel|convolution_kernel_function_inst0|convolution_kernel_basic_block_1|local_bb1__and_i_i152_popcnt_instance|me                                                                                                                             ; 6     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|convolution_system|convolution_kernel|kernel|convolution_kernel_function_inst0|convolution_kernel_basic_block_1|local_bb1__and_i_i152_popcnt_instance|lo                                                                                                                             ; 6     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|convolution_system|convolution_kernel|kernel|convolution_kernel_function_inst0|convolution_kernel_basic_block_1|local_bb1__and_i_i152_popcnt_instance|f                                                                                                                              ; 6     ; 4              ; 0            ; 4              ; 3      ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|convolution_system|convolution_kernel|kernel|convolution_kernel_function_inst0|convolution_kernel_basic_block_1|local_bb1__and_i_i152_popcnt_instance|e                                                                                                                              ; 6     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|convolution_system|convolution_kernel|kernel|convolution_kernel_function_inst0|convolution_kernel_basic_block_1|local_bb1__and_i_i152_popcnt_instance|d                                                                                                                              ; 6     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|convolution_system|convolution_kernel|kernel|convolution_kernel_function_inst0|convolution_kernel_basic_block_1|local_bb1__and_i_i152_popcnt_instance|c                                                                                                                              ; 6     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|convolution_system|convolution_kernel|kernel|convolution_kernel_function_inst0|convolution_kernel_basic_block_1|local_bb1__and_i_i152_popcnt_instance|b                                                                                                                              ; 6     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|convolution_system|convolution_kernel|kernel|convolution_kernel_function_inst0|convolution_kernel_basic_block_1|local_bb1__and_i_i152_popcnt_instance|a                                                                                                                              ; 6     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|convolution_system|convolution_kernel|kernel|convolution_kernel_function_inst0|convolution_kernel_basic_block_1|local_bb1__and_i_i152_popcnt_instance                                                                                                                                ; 32    ; 31             ; 0            ; 31             ; 32     ; 31              ; 31            ; 31              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|convolution_system|convolution_kernel|kernel|convolution_kernel_function_inst0|convolution_kernel_basic_block_1|rnode_142to143_bb1_and184_i140_0_reg_143_fifo                                                                                                                        ; 36    ; 33             ; 0            ; 33             ; 34     ; 33              ; 33            ; 33              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|convolution_system|convolution_kernel|kernel|convolution_kernel_function_inst0|convolution_kernel_basic_block_1|rnode_142to143_bb1_and181_i139_0_reg_143_fifo                                                                                                                        ; 36    ; 29             ; 0            ; 29             ; 34     ; 29              ; 29            ; 29              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|convolution_system|convolution_kernel|kernel|convolution_kernel_function_inst0|convolution_kernel_basic_block_1|rnode_142to143_bb1_and179_i138_0_reg_143_fifo                                                                                                                        ; 36    ; 6              ; 0            ; 6              ; 34     ; 6               ; 6             ; 6               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|convolution_system|convolution_kernel|kernel|convolution_kernel_function_inst0|convolution_kernel_basic_block_1|rnode_143to144_bb1_var__u19_0_reg_144_fifo                                                                                                                           ; 5     ; 2              ; 0            ; 2              ; 3      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|convolution_system|convolution_kernel|kernel|convolution_kernel_function_inst0|convolution_kernel_basic_block_1|rnode_143to144_bb1__13_i71_0_reg_144_fifo                                                                                                                            ; 5     ; 2              ; 0            ; 2              ; 3      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|convolution_system|convolution_kernel|kernel|convolution_kernel_function_inst0|convolution_kernel_basic_block_1|rnode_142to143_bb1_var__u19_0_reg_143_fifo                                                                                                                           ; 5     ; 2              ; 0            ; 2              ; 3      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|convolution_system|convolution_kernel|kernel|convolution_kernel_function_inst0|convolution_kernel_basic_block_1|rnode_142to143_bb1__13_i71_0_reg_143_fifo                                                                                                                            ; 5     ; 2              ; 0            ; 2              ; 3      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|convolution_system|convolution_kernel|kernel|convolution_kernel_function_inst0|convolution_kernel_basic_block_1|rnode_141to142_bb1_add178_i137_0_reg_142_fifo                                                                                                                        ; 36    ; 2              ; 0            ; 2              ; 34     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|convolution_system|convolution_kernel|kernel|convolution_kernel_function_inst0|convolution_kernel_basic_block_1|rnode_141to142_bb1_var__u19_0_reg_142_fifo                                                                                                                           ; 5     ; 2              ; 0            ; 2              ; 3      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|convolution_system|convolution_kernel|kernel|convolution_kernel_function_inst0|convolution_kernel_basic_block_1|rnode_141to143_bb1_and17_i48_0_reg_143_fifo                                                                                                                          ; 36    ; 26             ; 0            ; 26             ; 34     ; 26              ; 26            ; 26              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|convolution_system|convolution_kernel|kernel|convolution_kernel_function_inst0|convolution_kernel_basic_block_1|rnode_141to142_bb1__13_i71_0_reg_142_fifo                                                                                                                            ; 5     ; 2              ; 0            ; 2              ; 3      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|convolution_system|convolution_kernel|kernel|convolution_kernel_function_inst0|convolution_kernel_basic_block_1|rnode_141to143_bb1_cmp37_i59_0_reg_143_fifo                                                                                                                          ; 5     ; 2              ; 0            ; 2              ; 3      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|convolution_system|convolution_kernel|kernel|convolution_kernel_function_inst0|convolution_kernel_basic_block_1|rnode_141to143_bb1_shr16_i47_0_reg_143_fifo                                                                                                                          ; 36    ; 25             ; 0            ; 25             ; 34     ; 25              ; 25            ; 25              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|convolution_system|convolution_kernel|kernel|convolution_kernel_function_inst0|convolution_kernel_basic_block_1|rnode_140to141_bb1_reduction_3_i127_0_reg_141_fifo                                                                                                                   ; 36    ; 33             ; 0            ; 33             ; 34     ; 33              ; 33            ; 33              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|convolution_system|convolution_kernel|kernel|convolution_kernel_function_inst0|convolution_kernel_basic_block_1|rnode_140to141_bb1_or130_i115_0_reg_141_fifo                                                                                                                         ; 36    ; 33             ; 0            ; 33             ; 34     ; 33              ; 33            ; 33              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|convolution_system|convolution_kernel|kernel|convolution_kernel_function_inst0|convolution_kernel_basic_block_1|rnode_140to141_bb1_and143_i117_0_reg_141_fifo                                                                                                                        ; 36    ; 32             ; 0            ; 32             ; 34     ; 32              ; 32            ; 32              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|convolution_system|convolution_kernel|kernel|convolution_kernel_function_inst0|convolution_kernel_basic_block_1|rnode_140to141_bb1_and93_i89_0_reg_141_fifo                                                                                                                          ; 36    ; 31             ; 0            ; 31             ; 34     ; 31              ; 31            ; 31              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|convolution_system|convolution_kernel|kernel|convolution_kernel_function_inst0|convolution_kernel_basic_block_1|rnode_140to141_bb1_lnot33_not_i65_0_reg_141_fifo                                                                                                                     ; 5     ; 2              ; 0            ; 2              ; 3      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|convolution_system|convolution_kernel|kernel|convolution_kernel_function_inst0|convolution_kernel_basic_block_1|rnode_140to141_bb1_var__u13_0_reg_141_fifo                                                                                                                           ; 5     ; 2              ; 0            ; 2              ; 3      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|convolution_system|convolution_kernel|kernel|convolution_kernel_function_inst0|convolution_kernel_basic_block_1|rnode_140to141_bb1__15_i77_0_reg_141_fifo                                                                                                                            ; 36    ; 10             ; 0            ; 10             ; 34     ; 10              ; 10            ; 10              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|convolution_system|convolution_kernel|kernel|convolution_kernel_function_inst0|convolution_kernel_basic_block_1|rnode_140to141_bb1_cmp27_i56_0_reg_141_fifo                                                                                                                          ; 5     ; 2              ; 0            ; 2              ; 3      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|convolution_system|convolution_kernel|kernel|convolution_kernel_function_inst0|convolution_kernel_basic_block_1|rnode_140to141_bb1_shr16_i47_0_reg_141_fifo                                                                                                                          ; 36    ; 25             ; 0            ; 25             ; 34     ; 25              ; 25            ; 25              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|convolution_system|convolution_kernel|kernel|convolution_kernel_function_inst0|convolution_kernel_basic_block_1|rnode_143to144_bb1_and35_i57_0_reg_144_fifo                                                                                                                          ; 36    ; 33             ; 0            ; 33             ; 34     ; 33              ; 33            ; 33              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|convolution_system|convolution_kernel|kernel|convolution_kernel_function_inst0|convolution_kernel_basic_block_1|rnode_141to143_bb1_and35_i57_0_reg_143_fifo                                                                                                                          ; 36    ; 33             ; 0            ; 33             ; 34     ; 33              ; 33            ; 33              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|convolution_system|convolution_kernel|kernel|convolution_kernel_function_inst0|convolution_kernel_basic_block_1|rnode_140to141_bb1_xor_i58_0_reg_141_fifo                                                                                                                            ; 36    ; 2              ; 0            ; 2              ; 34     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|convolution_system|convolution_kernel|kernel|convolution_kernel_function_inst0|convolution_kernel_basic_block_1|rnode_140to141_bb1_and35_i57_0_reg_141_fifo                                                                                                                          ; 36    ; 33             ; 0            ; 33             ; 34     ; 33              ; 33            ; 33              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|convolution_system|convolution_kernel|kernel|convolution_kernel_function_inst0|convolution_kernel_basic_block_1|rnode_140to141_bb1_and20_i51_0_reg_141_fifo                                                                                                                          ; 36    ; 11             ; 0            ; 11             ; 34     ; 11              ; 11            ; 11              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|convolution_system|convolution_kernel|kernel|convolution_kernel_function_inst0|convolution_kernel_basic_block_1|rnode_139to140_bb1__10_i46_0_reg_140_fifo                                                                                                                            ; 36    ; 2              ; 0            ; 2              ; 34     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|convolution_system|convolution_kernel|kernel|convolution_kernel_function_inst0|convolution_kernel_basic_block_1|rnode_139to140_bb1__9_i45_0_reg_140_fifo                                                                                                                             ; 36    ; 2              ; 0            ; 2              ; 34     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|convolution_system|convolution_kernel|kernel|convolution_kernel_function_inst0|convolution_kernel_basic_block_1|rnode_146to147_bb1_var__u10_0_reg_147_fifo                                                                                                                           ; 36    ; 2              ; 0            ; 2              ; 34     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|convolution_system|convolution_kernel|kernel|convolution_kernel_function_inst0|convolution_kernel_basic_block_1|rnode_145to146_bb1_var__u10_0_reg_146_fifo                                                                                                                           ; 36    ; 2              ; 0            ; 2              ; 34     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|convolution_system|convolution_kernel|kernel|convolution_kernel_function_inst0|convolution_kernel_basic_block_1|rnode_139to145_bb1_var__u10_0_reg_145_fifo                                                                                                                           ; 36    ; 2              ; 0            ; 2              ; 34     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|convolution_system|convolution_kernel|kernel|convolution_kernel_function_inst0|convolution_kernel_basic_block_1|rnode_138to139_bb1_var__u10_0_reg_139_fifo                                                                                                                           ; 36    ; 2              ; 0            ; 2              ; 34     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|convolution_system|convolution_kernel|kernel|convolution_kernel_function_inst0|convolution_kernel_basic_block_1|rnode_138to139_bb1_var__u9_0_reg_139_fifo                                                                                                                            ; 36    ; 2              ; 0            ; 2              ; 34     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|convolution_system|convolution_kernel|kernel|convolution_kernel_function_inst0|convolution_kernel_basic_block_1|rnode_138to139_bb1_or_i226_0_reg_139_fifo                                                                                                                            ; 5     ; 2              ; 0            ; 2              ; 3      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|convolution_system|convolution_kernel|kernel|convolution_kernel_function_inst0|convolution_kernel_basic_block_1|rnode_138to139_bb1_and39_i238_0_reg_139_fifo                                                                                                                         ; 36    ; 2              ; 0            ; 2              ; 34     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|convolution_system|convolution_kernel|kernel|convolution_kernel_function_inst0|convolution_kernel_basic_block_1|rnode_138to139_bb1___i218_0_reg_139_fifo                                                                                                                             ; 5     ; 2              ; 0            ; 2              ; 3      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|convolution_system|convolution_kernel|kernel|convolution_kernel_function_inst0|convolution_kernel_basic_block_1|rnode_137to138_bb1__33_i_0_reg_138_fifo                                                                                                                              ; 5     ; 2              ; 0            ; 2              ; 3      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|convolution_system|convolution_kernel|kernel|convolution_kernel_function_inst0|convolution_kernel_basic_block_1|rnode_137to138_bb1_and68_i26_0_reg_138_fifo                                                                                                                          ; 36    ; 11             ; 0            ; 11             ; 34     ; 11              ; 11            ; 11              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|convolution_system|convolution_kernel|kernel|convolution_kernel_function_inst0|convolution_kernel_basic_block_1|rnode_137to138_bb1_cmp70_i_0_reg_138_fifo                                                                                                                            ; 5     ; 2              ; 0            ; 2              ; 3      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|convolution_system|convolution_kernel|kernel|convolution_kernel_function_inst0|convolution_kernel_basic_block_1|rnode_137to138_bb1__31_i25_0_reg_138_fifo                                                                                                                            ; 36    ; 25             ; 0            ; 25             ; 34     ; 25              ; 25            ; 25              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|convolution_system|convolution_kernel|kernel|convolution_kernel_function_inst0|convolution_kernel_basic_block_1|rnode_137to138_bb1_or57_i_0_reg_138_fifo                                                                                                                             ; 5     ; 2              ; 0            ; 2              ; 3      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|convolution_system|convolution_kernel|kernel|convolution_kernel_function_inst0|convolution_kernel_basic_block_1|rnode_137to138_bb1__22_i_0_reg_138_fifo                                                                                                                              ; 5     ; 2              ; 0            ; 2              ; 3      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|convolution_system|convolution_kernel|kernel|convolution_kernel_function_inst0|convolution_kernel_basic_block_1|rnode_137to138_bb1__33_i292_0_reg_138_fifo                                                                                                                           ; 5     ; 2              ; 0            ; 2              ; 3      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
